chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr14	1959436	46.78	15.77	Run_3	P61-1
chr11	181486	5.2	0	Run_3	P61-1
chr11	718904	1.04	0.93	Run_3	P61-1
chr14	590088	4.16	0	Run_3	P61-1
chr12	898426	1.04	1.86	Run_3	P61-1
chr7	672579	5.2	5.57	Run_3	P61-1
chr10	561569	1.04	0.93	Run_3	P61-1
chr13	1578344	1.04	58.44	Run_3	P61-1
chr9	701278	7.28	0.93	Run_3	P61-1
chr9	1170854	11.43	17.63	Run_3	P61-1
chr1	571107	38.46	0	Run_3	P61-1
chr4	558050	11.43	1.86	Run_3	P61-1
chr10	1011882	30.14	16.7	Run_3	P61-1
chr13	557483	9.36	4.64	Run_3	P61-1
chr6	1309760	1.04	0.93	Run_3	P61-1
chr5	731082	6.24	7.42	Run_3	P61-1
chr11	598312	5.2	0.93	Run_3	P61-1
chr2	108357	5.2	1.86	Run_3	P61-1
chr2	833247	4.16	0	Run_3	P61-1
chr6	138383	2.08	2.78	Run_3	P61-1
chr2	753762	4.16	0	Run_3	P61-1
chr5	1065908	1.04	1.86	Run_3	P61-1
chr12	1402497	3.12	0	Run_3	P61-1
chr6	28088	3.12	0	Run_3	P61-1
chr13	1380849	31.18	15.77	Run_3	P61-1
chr7	915598	1.04	1.86	Run_3	P61-1
chr13	2842127	2.08	0.93	Run_3	P61-1
chr10	679472	1.04	0.93	Run_3	P61-1
chr5	306781	24.95	26.9	Run_3	P61-1
chr14	505432	1.04	0.93	Run_3	P61-1
chr13	2842368	1.04	2.78	Run_3	P61-1
chr7	966567	48.85	0	Run_3	P61-1
chr11	145635	18.71	144.72	Run_3	P61-1
chr13	1905117	4.16	0	Run_3	P61-1
chr10	276789	9.36	23.19	Run_3	P61-1
chr5	1297177	2.08	0.93	Run_3	P61-1
chr13	81804	33.26	33.4	Run_3	P61-1
chr9	1037954	24.95	24.12	Run_3	P61-1
chr7	147561	3.12	3.71	Run_3	P61-1
chr7	655801	54.05	27.83	Run_3	P61-1
chr6	1310225	2.08	3.71	Run_3	P61-1
chr13	2842728	1.04	0.93	Run_3	P61-1
chr13	2842346	1.04	1.86	Run_3	P61-1
chr13	1712126	11.43	0	Run_3	P61-1
chr3	651307	4.16	4.64	Run_3	P61-1
chr12	1096890	2.08	1.86	Run_3	P61-1
chr14	68860	9.36	0	Run_3	P61-1
chr13	2842487	1.04	0.93	Run_3	P61-1
chr14	920893	5.2	4.64	Run_3	P61-1
chr8	632985	102.91	171.62	Run_3	P61-1
chr7	328733	33.26	36.18	Run_3	P61-1
chr10	905454	53.01	39.89	Run_3	P61-1
chr6	697432	223.48	2.78	Run_3	P61-1
chr7	167057	4.16	14.84	Run_3	P61-1
chr14	2821456	1.04	0.93	Run_3	P61-1
chr6	1310690	11.43	8.35	Run_3	P61-1
chr12	1282541	2.08	0.93	Run_3	P61-1
chr13	2842502	5.2	0.93	Run_3	P61-1
chr7	865363	33.26	9.28	Run_3	P61-1
chr8	654187	23.91	18.55	Run_3	P61-1
chr13	1703664	6.24	0.93	Run_3	P61-1
chr5	248842	3.12	3.71	Run_3	P61-1
chr10	650623	14.55	12.06	Run_3	P61-1
chr10	402857	27.03	4.64	Run_3	P61-1
chr13	2842850	1.04	0.93	Run_3	P61-1
chr6	132992	6.24	19.48	Run_3	P61-1
chr11	487095	80.04	44.53	Run_3	P61-1
chr14	2707171	1.04	0.93	Run_3	P61-1
chr10	717522	3.12	0.93	Run_3	P61-1
chr12	100701	24.95	22.26	Run_3	P61-1
chr13	2842199	1.04	1.86	Run_3	P61-1
chr9	901745	64.45	10.2	Run_3	P61-1
chr8	669208	1.04	0.93	Run_3	P61-1
chr8	353422	5.2	3.71	Run_3	P61-1
chr3	411179	11.43	78.85	Run_3	P61-1
chr14	1090914	3.12	0.93	Run_3	P61-1
chr13	1181677	1.04	6.49	Run_3	P61-1
chr11	1705263	5.2	0	Run_3	P61-1
chr8	343896	2.08	3.71	Run_3	P61-1
chr12	2129850	4.16	0.93	Run_3	P61-1
chr5	543823	2.08	4.64	Run_3	P61-1
chr5	445619	5.2	17.63	Run_3	P61-1
chr14	1299316	1.04	1.86	Run_3	P61-1
chr7	529281	5.2	0	Run_3	P61-1
chr11	253240	49.89	63.08	Run_3	P61-1
chr14	1716787	1.04	3.71	Run_3	P61-1
chr13	2842404	2.08	1.86	Run_3	P61-1
chr7	1273034	3.12	0.93	Run_3	P61-1
chr12	1521935	9.36	10.2	Run_3	P61-1
chr14	818811	4.16	0	Run_3	P61-1
chr13	2842679	6.24	1.86	Run_3	P61-1
chr11	817926	60.29	71.43	Run_3	P61-1
chr3	615557	12.47	0	Run_3	P61-1
chr14	2264379	12.47	0	Run_3	P61-1
chr13	1318294	174.63	33.4	Run_3	P61-1
chr11	1081771	38.46	22.26	Run_3	P61-1
chr12	1143093	5.2	9.28	Run_3	P61-1
chr12	657654	127.85	92.77	Run_3	P61-1
chr14	1532323	90.43	8.35	Run_3	P61-1
chr13	1063770	3.12	1.86	Run_3	P61-1
chr4	980487	10.39	18.55	Run_3	P61-1
chr3	710224	4.16	1.86	Run_3	P61-1
chr13	114896	92.51	206.87	Run_3	P61-1
chr13	2833891	288.97	200.38	Run_3	P61-1
chr13	2842528	4.16	0	Run_3	P61-1
chr9	795251	1.04	0.93	Run_3	P61-1
chr3	280530	7.28	6.49	Run_3	P61-1
chr5	409440	4.16	0	Run_3	P61-1
chr5	1034376	134.09	46.38	Run_3	P61-1
chr3	586895	10.39	6.49	Run_3	P61-1
chr9	1375771	1.04	0.93	Run_3	P61-1
chr13	2842749	3.12	0.93	Run_3	P61-1
chr6	186870	4.16	0	Run_3	P61-1
chr6	1182950	3.12	0	Run_3	P61-1
chr9	570896	0	3.71	Run_3	P61-1
chr9	1059015	0	3.71	Run_3	P61-1
chr12	300962	0	3.71	Run_3	P61-1
chr12	2178894	0	85.35	Run_3	P61-1
chr9	672578	0	4.64	Run_3	P61-1
chr14	1605875	0	2.78	Run_3	P61-1
chr12	1531758	0	2.78	Run_3	P61-1
chr14	1605006	0	2.78	Run_3	P61-1
chr13	2849351	0	75.14	Run_3	P61-1
chr4	1117212	0	21.34	Run_3	P61-1
chr2	89158	0	4.64	Run_3	P61-1
chr13	2843147	0	2.78	Run_3	P61-1
chr11	1158578	0	3.71	Run_3	P61-1
chr11	2001159	0	4.64	Run_3	P61-1
chr2	354340	0	11.13	Run_3	P61-1
chr13	1212950	0	2.78	Run_3	P61-1
chr9	132334	0	4.64	Run_3	P61-1
chr6	1349006	0	2.78	Run_3	P61-1
chr11	589730	0	2.78	Run_3	P61-1
chr7	966565	0	5.57	Run_3	P61-1
chr10	319820	5.2	1.86	Run_3	P61-10
chr8	667535	2.08	2.78	Run_3	P61-10
chr5	532940	6.24	8.35	Run_3	P61-10
chr9	227489	2.08	0.93	Run_3	P61-10
chr6	1220587	1.04	0.93	Run_3	P61-10
chr1	103843	3.12	0	Run_3	P61-10
chr14	2167464	1.04	0.93	Run_3	P61-10
chr12	886827	4.16	17.63	Run_3	P61-10
chr3	817330	1.04	11.13	Run_3	P61-10
chr4	1137601	1.04	2.78	Run_3	P61-10
chr14	2533525	146.56	116.89	Run_3	P61-10
chr14	2603487	19.75	10.2	Run_3	P61-10
chr10	177104	1.04	1.86	Run_3	P61-10
chr13	2842312	3.12	0	Run_3	P61-10
chr14	520331	22.87	16.7	Run_3	P61-10
chr6	47874	15.59	2.78	Run_3	P61-10
chr4	634066	36.38	63.08	Run_3	P61-10
chr12	1231331	91.47	106.68	Run_3	P61-10
chr13	2843078	1.04	1.86	Run_3	P61-10
chr13	806804	9.36	69.58	Run_3	P61-10
chr14	2501460	10.39	0	Run_3	P61-10
chr5	997011	3.12	2.78	Run_3	P61-10
chr10	1654241	1.04	0.93	Run_3	P61-10
chr2	279421	1.04	1.86	Run_3	P61-10
chr13	2842346	2.08	2.78	Run_3	P61-10
chr13	2842487	1.04	4.64	Run_3	P61-10
chr12	2123720	92.51	146.57	Run_3	P61-10
chr14	506078	5.2	1.86	Run_3	P61-10
chr5	727259	5.2	4.64	Run_3	P61-10
chr3	1007774	1.04	1.86	Run_3	P61-10
chr7	958636	3.12	10.2	Run_3	P61-10
chr7	819688	29.1	0	Run_3	P61-10
chr11	973512	6.24	0	Run_3	P61-10
chr13	2842199	2.08	4.64	Run_3	P61-10
chr14	1490255	32.22	0	Run_3	P61-10
chr5	206467	4.16	0	Run_3	P61-10
chr6	755995	3.12	2.78	Run_3	P61-10
chr9	1475941	18.71	17.63	Run_3	P61-10
chr13	2842404	2.08	1.86	Run_3	P61-10
chr4	866455	18.71	91.84	Run_3	P61-10
chr13	2842679	1.04	6.49	Run_3	P61-10
chr13	1763224	49.89	161.42	Run_3	P61-10
chr12	607286	24.95	6.49	Run_3	P61-10
chr11	1318300	20.79	29.69	Run_3	P61-10
chr6	562133	29.1	32.47	Run_3	P61-10
chr13	2842234	1.04	5.57	Run_3	P61-10
chr13	1143162	93.55	32.47	Run_3	P61-10
chr11	434343	56.13	71.43	Run_3	P61-10
chr1	380525	181.9	13.92	Run_3	P61-10
chr9	620377	11.43	90.91	Run_3	P61-10
chr13	898948	22.87	0	Run_3	P61-10
chr1	548040	34.3	48.24	Run_3	P61-10
chr11	387554	19.75	19.48	Run_3	P61-10
chr1	302461	1.04	27.83	Run_3	P61-10
chr7	353400	7.28	25.05	Run_3	P61-10
chr13	2842292	4.16	0.93	Run_3	P61-10
chr14	1561303	3.12	3.71	Run_3	P61-10
chr6	933372	12.47	1.86	Run_3	P61-10
chr12	247759	5.2	3.71	Run_3	P61-10
chr12	1211087	4.16	30.61	Run_3	P61-10
chr13	2843094	2.08	1.86	Run_3	P61-10
chr13	2842785	6.24	0.93	Run_3	P61-10
chr14	905510	7.28	12.06	Run_3	P61-10
chr6	1018242	10.39	18.55	Run_3	P61-10
chr4	797324	10.39	12.99	Run_3	P61-10
chr14	2459282	8.32	27.83	Run_3	P61-10
chr13	769989	3.12	6.49	Run_3	P61-10
chr13	2843147	2.08	1.86	Run_3	P61-10
chr11	1158578	9.36	0	Run_3	P61-10
chr13	1181718	36.38	15.77	Run_3	P61-10
chr11	976166	4.16	7.42	Run_3	P61-10
chr5	150934	2.08	5.57	Run_3	P61-10
chr4	741104	109.14	61.23	Run_3	P61-10
chr13	2842368	1.04	4.64	Run_3	P61-10
chr10	1052327	18.71	7.42	Run_3	P61-10
chr13	1293439	4.16	0	Run_3	P61-10
chr11	1865629	167.35	237.48	Run_3	P61-10
chr14	2299610	1.04	3.71	Run_3	P61-10
chr1	454637	1.04	6.49	Run_3	P61-10
chr14	60175	2.08	0.93	Run_3	P61-10
chr5	570015	55.09	146.57	Run_3	P61-10
chr13	2842182	1.04	0.93	Run_3	P61-10
chr14	2736677	4.16	1.86	Run_3	P61-10
chr14	858395	23.91	103.9	Run_3	P61-10
chr9	92165	3.12	0	Run_3	P61-10
chr12	744498	2.08	3.71	Run_3	P61-10
chr13	2842145	4.16	0.93	Run_3	P61-10
chr6	1024438	16.63	15.77	Run_3	P61-10
chr14	99843	1.04	22.26	Run_3	P61-10
chr13	1683966	1.04	0.93	Run_3	P61-10
chr1	148638	33.26	38.03	Run_3	P61-10
chr13	2136492	19.75	28.76	Run_3	P61-10
chr9	1119184	4.16	1.86	Run_3	P61-10
chr2	878874	0	6.49	Run_3	P61-10
chr1	74987	0	5.57	Run_3	P61-10
chr13	898947	0	7.42	Run_3	P61-10
chr13	2126090	0	3.71	Run_3	P61-10
chr5	122106	0	16.7	Run_3	P61-10
chr5	793619	0	11.13	Run_3	P61-10
chr3	585600	0	6.49	Run_3	P61-10
chr5	735901	0	9.28	Run_3	P61-10
chr13	2809749	0	9.28	Run_3	P61-10
chr10	151408	0	4.64	Run_3	P61-10
chr10	1011813	0	23.19	Run_3	P61-10
chr13	2842502	0	3.71	Run_3	P61-10
chr1	286333	0	4.64	Run_3	P61-10
chr14	831610	0	3.71	Run_3	P61-10
chr5	1297079	1.04	0.93	Run_3	P61-4
chr3	102261	50.93	0	Run_3	P61-4
chr11	747783	9.36	0.93	Run_3	P61-4
chr11	1472698	1.04	7.42	Run_3	P61-4
chr2	166230	9.36	38.96	Run_3	P61-4
chr13	602423	4.16	5.57	Run_3	P61-4
chr2	308328	17.67	38.03	Run_3	P61-4
chr11	1275163	3.12	0	Run_3	P61-4
chr11	1921730	5.2	0	Run_3	P61-4
chr12	410752	20.79	19.48	Run_3	P61-4
chr14	2650515	4.16	7.42	Run_3	P61-4
chr11	770338	222.44	111.32	Run_3	P61-4
chr14	1732230	284.81	307.99	Run_3	P61-4
chr6	955749	1.04	0.93	Run_3	P61-4
chr12	993769	21.83	11.13	Run_3	P61-4
chr13	1016671	12.47	8.35	Run_3	P61-4
chr11	324458	3.12	0.93	Run_3	P61-4
chr11	66145	5.2	0	Run_3	P61-4
chr6	369259	2.08	0.93	Run_3	P61-4
chr14	1545022	352.37	216.15	Run_3	P61-4
chr14	2689309	8.32	0	Run_3	P61-4
chr12	574169	11.43	16.7	Run_3	P61-4
chr6	269122	1.04	2.78	Run_3	P61-4
chr7	199913	8.32	9.28	Run_3	P61-4
chr11	153037	16.63	11.13	Run_3	P61-4
chr13	1767696	5.2	8.35	Run_3	P61-4
chr4	319735	53.01	64.94	Run_3	P61-4
chr14	837918	2.08	0.93	Run_3	P61-4
chr10	506559	4.16	0	Run_3	P61-4
chr13	2842679	3.12	0.93	Run_3	P61-4
chr9	360396	1.04	0.93	Run_3	P61-4
chr5	1192622	149.68	0	Run_3	P61-4
chr14	2842862	63.41	51.95	Run_3	P61-4
chr11	1318597	14.55	3.71	Run_3	P61-4
chr5	711016	29.1	19.48	Run_3	P61-4
chr1	175014	3.12	0.93	Run_3	P61-4
chr10	273933	43.66	45.46	Run_3	P61-4
chr8	761230	4.16	0.93	Run_3	P61-4
chr13	2842292	1.04	1.86	Run_3	P61-4
chr9	1106436	8.32	0	Run_3	P61-4
chr10	385026	36.38	78.85	Run_3	P61-4
chr8	1373949	24.95	0	Run_3	P61-4
chr5	1038425	2.08	0.93	Run_3	P61-4
chr13	2843094	2.08	4.64	Run_3	P61-4
chr13	2842785	1.04	0.93	Run_3	P61-4
chr2	774447	1.04	3.71	Run_3	P61-4
chr14	2016253	1.04	7.42	Run_3	P61-4
chr9	397227	3.12	3.71	Run_3	P61-4
chr14	318028	11.43	0	Run_3	P61-4
chr11	523805	1.04	0.93	Run_3	P61-4
chr6	1319508	1.04	0.93	Run_3	P61-4
chr11	293888	11.43	32.47	Run_3	P61-4
chr14	166133	31.18	30.61	Run_3	P61-4
chr7	1125201	8.32	10.2	Run_3	P61-4
chr10	515291	124.73	14.84	Run_3	P61-4
chr13	2307797	1.04	1.86	Run_3	P61-4
chr2	811490	2.08	4.64	Run_3	P61-4
chr13	2683952	20.79	21.34	Run_3	P61-4
chr4	1080412	55.09	16.7	Run_3	P61-4
chr13	1891752	2.08	0.93	Run_3	P61-4
chr7	491329	6.24	1.86	Run_3	P61-4
chr9	1058297	1.04	0.93	Run_3	P61-4
chr11	583518	20.79	36.18	Run_3	P61-4
chr10	1379783	3.12	3.71	Run_3	P61-4
chr14	1451224	125.77	108.54	Run_3	P61-4
chr7	54942	5.2	0	Run_3	P61-4
chr8	326216	4.16	13.92	Run_3	P61-4
chr5	321467	54.05	0.93	Run_3	P61-4
chr7	1090770	6.24	2.78	Run_3	P61-4
chr11	1426384	5.2	3.71	Run_3	P61-4
chr13	1468164	1.04	0.93	Run_3	P61-4
chr13	2443071	28.07	51.95	Run_3	P61-4
chr2	90371	17.67	0	Run_3	P61-4
chr8	298066	1.04	3.71	Run_3	P61-4
chr2	190298	5.2	0	Run_3	P61-4
chr9	419317	24.95	67.72	Run_3	P61-4
chr1	81197	4.16	48.24	Run_3	P61-4
chr8	132240	4.16	3.71	Run_3	P61-4
chr2	793488	0	11.13	Run_3	P61-4
chr11	1694094	0	4.64	Run_3	P61-4
chr5	1288601	0	4.64	Run_3	P61-4
chr11	1275164	0	2.78	Run_3	P61-4
chr10	691506	0	5.57	Run_3	P61-4
chr14	59080	0	2.78	Run_3	P61-4
chr7	1083241	0	2.78	Run_3	P61-4
chr3	103087	0	4.64	Run_3	P61-4
chr14	869913	18.71	33.4	Run_3	P61-7
chr11	381596	1.04	12.99	Run_3	P61-7
chr5	1100021	2.08	0.93	Run_3	P61-7
chr3	132018	2.08	2.78	Run_3	P61-7
chr12	767396	2.08	2.78	Run_3	P61-7
chr14	2778028	13.51	67.72	Run_3	P61-7
chr10	703692	4.16	24.12	Run_3	P61-7
chr2	854670	12.47	92.77	Run_3	P61-7
chr14	2085514	2.08	1.86	Run_3	P61-7
chr12	306066	10.39	3.71	Run_3	P61-7
chr14	1285328	6.24	0.93	Run_3	P61-7
chr13	465138	127.85	251.4	Run_3	P61-7
chr2	896142	5.2	0	Run_3	P61-7
chr8	919296	2.08	1.86	Run_3	P61-7
chr11	1767995	3.12	19.48	Run_3	P61-7
chr7	1070311	9.36	42.67	Run_3	P61-7
chr14	415176	1.04	1.86	Run_3	P61-7
chr11	1274965	5.2	8.35	Run_3	P61-7
chr13	1048102	8.32	17.63	Run_3	P61-7
chr6	530483	3.12	3.71	Run_3	P61-7
chr11	400078	14.55	5.57	Run_3	P61-7
chr10	1448027	90.43	5.57	Run_3	P61-7
chr14	2084854	2.08	0.93	Run_3	P61-7
chr3	819252	12.47	153.07	Run_3	P61-7
chr13	1753893	24.95	45.46	Run_3	P61-7
chr13	2842199	4.16	1.86	Run_3	P61-7
chr1	534165	3.12	5.57	Run_3	P61-7
chr14	1097052	1.04	1.86	Run_3	P61-7
chr12	2221917	12.47	0	Run_3	P61-7
chr12	98364	13.51	35.25	Run_3	P61-7
chr11	800098	58.21	31.54	Run_3	P61-7
chr13	2257682	29.1	30.61	Run_3	P61-7
chr13	2563454	132.01	266.24	Run_3	P61-7
chr11	1867653	22.87	40.82	Run_3	P61-7
chr6	197750	143.44	0.93	Run_3	P61-7
chr11	1859716	5.2	6.49	Run_3	P61-7
chr8	124186	1.04	4.64	Run_3	P61-7
chr14	557262	58.21	45.46	Run_3	P61-7
chr5	1307926	82.12	56.59	Run_3	P61-7
chr14	2042934	20.79	10.2	Run_3	P61-7
chr11	364018	9.36	22.26	Run_3	P61-7
chr14	2996744	4.16	0.93	Run_3	P61-7
chr8	372465	7.28	48.24	Run_3	P61-7
chr13	2842785	3.12	0	Run_3	P61-7
chr3	874225	3.12	2.78	Run_3	P61-7
chr7	640238	50.93	101.12	Run_3	P61-7
chr11	394085	122.65	105.75	Run_3	P61-7
chr6	255004	6.24	14.84	Run_3	P61-7
chr6	1031668	68.6	51.02	Run_3	P61-7
chr2	100646	82.12	67.72	Run_3	P61-7
chr9	1317970	2.08	2.78	Run_3	P61-7
chr11	536976	1.04	0.93	Run_3	P61-7
chr6	974042	12.47	8.35	Run_3	P61-7
chr13	2790354	3.12	4.64	Run_3	P61-7
chr14	1228917	22.87	51.02	Run_3	P61-7
chr13	2772404	3.12	5.57	Run_3	P61-7
chr11	351780	1.04	21.34	Run_3	P61-7
chr13	607346	1.04	0.93	Run_3	P61-7
chr14	2094796	9.36	12.99	Run_3	P61-7
chr13	2842182	2.08	4.64	Run_3	P61-7
chr3	497943	1.04	0.93	Run_3	P61-7
chr14	238996	6.24	4.64	Run_3	P61-7
chr5	305593	83.16	110.39	Run_3	P61-7
chr6	767736	1.04	1.86	Run_3	P61-7
chr3	862314	3.12	1.86	Run_3	P61-7
chr2	308482	3.12	2.78	Run_3	P61-7
chr4	905717	3.12	0.93	Run_3	P61-7
chr3	314073	2.08	2.78	Run_3	P61-7
chr14	557290	4.16	1.86	Run_3	P61-7
chr9	463036	40.54	11.13	Run_3	P61-7
chr11	1990520	10.39	0	Run_3	P61-7
chr2	603390	3.12	0	Run_3	P61-7
chr7	801096	3.12	0	Run_3	P61-7
chr10	1518451	34.3	9.28	Run_3	P61-7
chr4	139081	1.04	1.86	Run_3	P61-7
chr13	606724	100.83	0.93	Run_3	P61-7
chr7	215431	2.08	0.93	Run_3	P61-7
chr2	148940	1.04	3.71	Run_3	P61-7
chr12	2134939	1.04	8.35	Run_3	P61-7
chr10	991863	5.2	7.42	Run_3	P61-7
chr14	2454316	10.39	102.04	Run_3	P61-7
chr6	1371528	0	2.78	Run_3	P61-7
chr10	1423922	0	7.42	Run_3	P61-7
chr13	2842921	0	2.78	Run_3	P61-7
chr3	672525	0	2.78	Run_3	P61-7
chr14	2026372	0	51.95	Run_3	P61-7
chr11	1264497	0	3.71	Run_3	P61-7
chr13	2842679	0	2.78	Run_3	P61-7
chr11	1096693	0	16.7	Run_3	P61-7
chr14	2055173	0	3.71	Run_3	P61-7
chr6	47133	0	12.06	Run_3	P61-7
chr13	1799232	1.04	5.57	Run_3	P62-1
chr12	1576722	2.08	1.86	Run_3	P62-1
chr1	186305	4.16	10.2	Run_3	P62-1
chr13	2842441	2.08	1.86	Run_3	P62-1
chr12	237556	23.91	44.53	Run_3	P62-1
chr10	1595603	5.2	4.64	Run_3	P62-1
chr4	915313	2.08	11.13	Run_3	P62-1
chr11	1373350	1.04	1.86	Run_3	P62-1
chr11	82316	2.08	1.86	Run_3	P62-1
chr7	638721	1.04	0.93	Run_3	P62-1
chr13	1648323	1.04	0.93	Run_3	P62-1
chr13	2162739	10.39	1.86	Run_3	P62-1
chr5	142382	4.16	0	Run_3	P62-1
chr6	255522	31.18	5.57	Run_3	P62-1
chr9	851969	1.04	0.93	Run_3	P62-1
chr13	1754596	62.37	5.57	Run_3	P62-1
chr13	2842065	1.04	0.93	Run_3	P62-1
chr13	2843078	3.12	0.93	Run_3	P62-1
chr12	735312	71.72	35.25	Run_3	P62-1
chr13	2842921	2.08	2.78	Run_3	P62-1
chr2	108590	8.32	0	Run_3	P62-1
chr9	682360	19.75	1.86	Run_3	P62-1
chr8	818925	5.2	0	Run_3	P62-1
chr13	2842728	1.04	1.86	Run_3	P62-1
chr13	2842346	8.32	6.49	Run_3	P62-1
chr13	2842487	6.24	2.78	Run_3	P62-1
chr3	1011440	3.12	3.71	Run_3	P62-1
chr11	1059218	6.24	2.78	Run_3	P62-1
chr11	1417359	42.62	27.83	Run_3	P62-1
chr5	482604	12.47	11.13	Run_3	P62-1
chr2	312494	5.2	0	Run_3	P62-1
chr11	885618	43.66	24.12	Run_3	P62-1
chr13	2842850	2.08	1.86	Run_3	P62-1
chr13	2842199	3.12	0	Run_3	P62-1
chr13	801227	2.08	3.71	Run_3	P62-1
chr12	848022	3.12	13.92	Run_3	P62-1
chr4	710551	4.16	0.93	Run_3	P62-1
chr6	44133	4.16	0	Run_3	P62-1
chr13	2842404	2.08	0.93	Run_3	P62-1
chr3	291907	8.32	11.13	Run_3	P62-1
chr2	882603	7.28	2.78	Run_3	P62-1
chr13	2842679	4.16	3.71	Run_3	P62-1
chr10	1312520	9.36	4.64	Run_3	P62-1
chr6	97425	7.28	81.64	Run_3	P62-1
chr13	2842234	2.08	0.93	Run_3	P62-1
chr8	635782	9.36	0	Run_3	P62-1
chr10	905418	8.32	8.35	Run_3	P62-1
chr14	2708776	3.12	10.2	Run_3	P62-1
chr8	514351	199.57	71.43	Run_3	P62-1
chr7	67749	5.2	2.78	Run_3	P62-1
chr8	271079	6.24	2.78	Run_3	P62-1
chr11	896205	4.16	0	Run_3	P62-1
chr12	202625	1.04	2.78	Run_3	P62-1
chr3	634628	13.51	28.76	Run_3	P62-1
chr14	2375256	8.32	10.2	Run_3	P62-1
chr13	2143045	108.1	122.45	Run_3	P62-1
chr12	577117	227.64	79.78	Run_3	P62-1
chr2	170764	2.08	0.93	Run_3	P62-1
chr13	2843094	3.12	0.93	Run_3	P62-1
chr13	2842785	3.12	1.86	Run_3	P62-1
chr5	167189	14.55	29.69	Run_3	P62-1
chr7	1374679	12.47	4.64	Run_3	P62-1
chr3	133205	1.04	0.93	Run_3	P62-1
chr12	2088206	144.48	50.09	Run_3	P62-1
chr11	1499333	4.16	7.42	Run_3	P62-1
chr3	88098	12.47	8.35	Run_3	P62-1
chr6	269800	14.55	6.49	Run_3	P62-1
chr11	1474760	145.52	9.28	Run_3	P62-1
chr13	2842368	2.08	2.78	Run_3	P62-1
chr10	495867	51.97	78.85	Run_3	P62-1
chr9	1113408	4.16	0	Run_3	P62-1
chr2	441047	21.83	3.71	Run_3	P62-1
chr14	1140118	6.24	12.06	Run_3	P62-1
chr8	1025047	4.16	0.93	Run_3	P62-1
chr13	498923	11.43	3.71	Run_3	P62-1
chr12	411694	1.04	2.78	Run_3	P62-1
chr11	194812	1.04	8.35	Run_3	P62-1
chr9	665557	79	16.7	Run_3	P62-1
chr13	1520790	24.95	139.15	Run_3	P62-1
chr13	2842182	3.12	1.86	Run_3	P62-1
chr12	447300	1.04	9.28	Run_3	P62-1
chr10	1331757	1.04	0.93	Run_3	P62-1
chr5	945268	22.87	1.86	Run_3	P62-1
chr9	799521	162.15	109.47	Run_3	P62-1
chr14	1738491	49.89	45.46	Run_3	P62-1
chr4	233446	14.55	15.77	Run_3	P62-1
chr14	572920	1.04	3.71	Run_3	P62-1
chr6	1018961	77.96	10.2	Run_3	P62-1
chr6	1322421	5.2	2.78	Run_3	P62-1
chr13	2842749	1.04	1.86	Run_3	P62-1
chr13	2842311	0	11.13	Run_3	P62-1
chr2	108591	0	4.64	Run_3	P62-1
chr14	1983697	0	2.78	Run_3	P62-1
chr14	2218474	0	2.78	Run_3	P62-1
chr13	2405485	0	5.57	Run_3	P62-1
chr10	700635	0	7.42	Run_3	P62-1
chr6	873383	0	2.78	Run_3	P62-1
chr8	51400	1.04	0.93	Run_3	P62-10
chr13	678087	2.08	1.86	Run_3	P62-10
chr13	339263	53.01	0	Run_3	P62-10
chr9	31977	11.43	4.64	Run_3	P62-10
chr3	820098	3.12	0	Run_3	P62-10
chr1	156132	2.08	4.64	Run_3	P62-10
chr14	1460838	7.28	0	Run_3	P62-10
chr11	1059266	7.28	0	Run_3	P62-10
chr14	1100283	35.34	0.93	Run_3	P62-10
chr4	984632	3.12	0.93	Run_3	P62-10
chr5	1100021	2.08	0.93	Run_3	P62-10
chr1	603419	33.26	0.93	Run_3	P62-10
chr14	2495320	3.12	0	Run_3	P62-10
chr13	29596	1.04	6.49	Run_3	P62-10
chr2	912444	11.43	4.64	Run_3	P62-10
chr3	342784	8.32	1.86	Run_3	P62-10
chr10	40218	6.24	7.42	Run_3	P62-10
chr11	68783	6.24	5.57	Run_3	P62-10
chr12	593673	2.08	1.86	Run_3	P62-10
chr10	1051661	7.28	0	Run_3	P62-10
chr3	596165	1.04	0.93	Run_3	P62-10
chr13	2842921	1.04	0.93	Run_3	P62-10
chr13	32700	8.32	3.71	Run_3	P62-10
chr14	953284	14.55	29.69	Run_3	P62-10
chr1	41023	11.43	7.42	Run_3	P62-10
chr8	894413	1.04	0.93	Run_3	P62-10
chr8	103783	2.08	6.49	Run_3	P62-10
chr8	629525	2.08	5.57	Run_3	P62-10
chr10	573503	4.16	1.86	Run_3	P62-10
chr9	1491563	15.59	6.49	Run_3	P62-10
chr13	2842728	1.04	0.93	Run_3	P62-10
chr13	2842346	3.12	0	Run_3	P62-10
chr3	1029970	1.04	3.71	Run_3	P62-10
chr12	1202084	18.71	3.71	Run_3	P62-10
chr10	36977	1.04	0.93	Run_3	P62-10
chr13	2842487	5.2	2.78	Run_3	P62-10
chr13	2155422	55.09	15.77	Run_3	P62-10
chr13	2584105	3.12	0.93	Run_3	P62-10
chr11	1312959	51.97	40.82	Run_3	P62-10
chr11	1857954	32.22	70.5	Run_3	P62-10
chr7	1413603	12.47	5.57	Run_3	P62-10
chr4	44190	5.2	6.49	Run_3	P62-10
chr13	2020134	5.2	0	Run_3	P62-10
