chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr5	251248	75	121	Run_P3	"LMPP_7:SMPP_44"
chr7	411173	51	41	Run_P3	"LMPP_1:SMPP_21"
chr14	508919	25	0	Run_P3	"LMPP_11:SMPP_53"
chr2	765635	0	290	Run_P3	"LMPP_6:SMPP_38"
chr13	647537	11	22	Run_P3	"LMPP_13:SMPP_65"
chr14	573512	299	0	Run_P3	"LMPP_12:SMPP_57"
chr13	1173361	0	3913	Run_P3	"LMPP_16:SMPP_2"
chr5	435422	110	11	Run_P3	"LMPP_1:SMPP_21"
chr7	1301607	0	13	Run_P3	"LMPP_2:SMPP_24"
chr14	953684	216	301	Run_P3	"LMPP_1:SMPP_20"
chr7	1156179	596	0	Run_P3	"LMPP_11:SMPP_59"
chr14	505525	0	79	Run_P3	"LMPP_10:SMPP_54"
chr14	2024641	105	5	Run_P3	"LMPP_1:SMPP_21"
chr7	1099012	0	525	Run_P3	"LMPP_16:SMPP_7"
chr4	644009	28	376	Run_P3	"LMPP_1:SMPP_18"
chr10	1339529	32979	13096	Run_P3	"LMPP_4:SMPP_33"
chr13	829754	30	17	Run_P3	"LMPP_11:SMPP_60"
chr14	782538	12	23	Run_P3	"LMPP_4:SMPP_36"
chr14	1502241	108	106	Run_P3	"LMPP_15:SMPP_70"
chr13	1927072	1070	379	Run_P3	"LMPP_3:SMPP_27"
chr10	54859	49342	24612	Run_P3	"LMPP_4:SMPP_47"
chr12	192229	11	0	Run_P3	"LMPP_16:SMPP_7"
chr4	380852	214	48	Run_P3	"LMPP_4:SMPP_37"
chr14	1272670	0	13	Run_P3	"LMPP_9:SMPP_5"
chr13	1620689	0	1107	Run_P3	"LMPP_12:SMPP_56"
chr3	89848	960	1082	Run_P3	"LMPP_13:SMPP_61"
chr1	86701	10	0	Run_P3	"LMPP_1:SMPP_19"
chr12	968373	718	381	Run_P3	"LMPP_13:SMPP_65"
chr6	872782	0	37	Run_P3	"LMPP_4:SMPP_37"
chr9	746157	0	9	Run_P3	"LMPP_4:SMPP_47"
chr13	1885598	0	49	Run_P3	"LMPP_14:SMPP_66"
chr4	798342	118	36	Run_P3	"LMPP_11:SMPP_53"
chr11	701735	0	12	Run_P3	"LMPP_7:SMPP_43"
chr7	1322073	6	6	Run_P3	"LMPP_4:SMPP_36"
chr2	785716	0	662	Run_P3	"LMPP_1:SMPP_19"
chr9	101412	0	41	Run_P3	"LMPP_4:SMPP_37"
chr8	1180647	99	6	Run_P3	"LMPP_9:SMPP_5"
chr14	2154961	20	0	Run_P3	"LMPP_3:SMPP_28"
chr1	357097	0	290	Run_P3	"LMPP_14:SMPP_68"
chr9	320606	0	10	Run_P3	"LMPP_6:SMPP_39"
chr3	727770	30053	8127	Run_P3	"LMPP_5:SMPP_30"
chr11	1837075	27084	8994	Run_P3	"LMPP_5:SMPP_34"
chr6	617430	0	17	Run_P3	"LMPP_6:SMPP_39"
chr12	1645577	39	0	Run_P3	"LMPP_6:SMPP_40"
chr5	1131670	19	431	Run_P3	"LMPP_9:SMPP_58"
chr14	1676228	1689	1549	Run_P3	"LMPP_12:SMPP_57"
chr8	228308	25	18	Run_P3	"LMPP_4:SMPP_47"
chr9	910980	0	16394	Run_P3	"LMPP_16:SMPP_1"
chr10	1557432	1278	9282	Run_P3	"LMPP_5:SMPP_31"
chr12	1613083	26766	1397	Run_P3	"LMPP_5:SMPP_25_2"
chr7	970191	116	0	Run_P3	"LMPP_1:SMPP_18"
chr13	2627861	312	6	Run_P3	"LMPP_13:SMPP_61"
chr11	1608675	30	0	Run_P3	"LMPP_5:SMPP_29"
chr4	905231	328	661	Run_P3	"LMPP_10:SMPP_8"
chr13	1148566	18	11	Run_P3	"LMPP_12:SMPP_56"
chr9	699740	0	24	Run_P3	"LMPP_1:SMPP_18"
chr6	63277	4221	5297	Run_P3	"LMPP_9:SMPP_58"
chr2	653826	0	622	Run_P3	"LMPP_5:SMPP_25_2"
chr14	2714343	10	940	Run_P3	"LMPP_4:SMPP_37"
chr14	666598	17	10	Run_P3	"LMPP_10:SMPP_54"
chr13	2666242	0	327	Run_P3	"LMPP_16:SMPP_2"
chr14	1063226	3404	485	Run_P3	"LMPP_5:SMPP_31"
chr13	1935365	9	0	Run_P3	"LMPP_3:SMPP_28"
chr11	379063	6	0	Run_P3	"LMPP_12:SMPP_56"
chr10	276177	296	0	Run_P3	"LMPP_11:SMPP_60"
chr7	316474	19	5	Run_P3	"LMPP_1:SMPP_19"
chr9	108759	137	74	Run_P3	"LMPP_4:SMPP_37"
chr1	340480	13	10	Run_P3	"LMPP_2:SMPP_22"
chr9	660109	0	432	Run_P3	"LMPP_10:SMPP_4"
chr10	1661332	92	0	Run_P3	"LMPP_9:SMPP_9"
chr14	382262	53	19	Run_P3	"LMPP_2:SMPP_26"
chr5	624530	0	15	Run_P3	"LMPP_9:SMPP_5"
chr1	219442	18	0	Run_P3	"LMPP_5:SMPP_34"
chr14	2492916	11	0	Run_P3	"LMPP_4:SMPP_37"
chr14	1279454	38	14	Run_P3	"LMPP_4:SMPP_47"
chr14	639084	1451	67	Run_P3	"LMPP_2:SMPP_22"
chr13	2267569	79	18	Run_P3	"LMPP_5:SMPP_31"
chr13	752647	121	20	Run_P3	"LMPP_16:SMPP_6"
chr14	1637072	0	12	Run_P3	"LMPP_1:SMPP_20"
chr13	2569864	10	0	Run_P3	"LMPP_13:SMPP_67"
chr3	601698	0	25	Run_P3	"LMPP_1:SMPP_18"
chr14	682292	765	752	Run_P3	"LMPP_7:SMPP_43"
chr6	507017	0	265	Run_P3	"LMPP_4:SMPP_33"
chr13	2335108	369	1898	Run_P3	"LMPP_4:SMPP_47"
chr12	390893	30	0	Run_P3	"LMPP_4:SMPP_37"
chr8	312037	825	39	Run_P3	"LMPP_8:SMPP_46"
chr12	1620305	37	0	Run_P3	"LMPP_1:SMPP_21"
chr6	83825	28	0	Run_P3	"LMPP_11:SMPP_59"
chr11	1153891	23	7	Run_P3	"LMPP_4:SMPP_36"
chr10	839162	72450	41	Run_P3	"LMPP_4:SMPP_37"
chr3	176905	49	0	Run_P3	"LMPP_2:SMPP_22"
chr6	196708	2452	0	Run_P3	"LMPP_11:SMPP_59"
chr7	1160731	0	41	Run_P3	"LMPP_16:SMPP_2"
chr13	1960438	60	0	Run_P3	"LMPP_6:SMPP_41"
chr14	64189	0	16	Run_P3	"LMPP_11:SMPP_51"
chr12	1629301	1432	109	Run_P3	"LMPP_12:SMPP_57"
chr2	768430	6	15	Run_P3	"LMPP_3:SMPP_28"
chr14	2627565	0	11	Run_P3	"LMPP_2:SMPP_25_1"
chr6	68548	20	0	Run_P3	"LMPP_8:SMPP_49"
chr11	718724	133	38	Run_P3	"LMPP_1:SMPP_21"
chr14	1675338	149	243	Run_P3	"LMPP_12:SMPP_57"
chr3	806753	0	30	Run_P3	"LMPP_2:SMPP_22"
chr11	167776	47	9	Run_P3	"LMPP_4:SMPP_36"
chr12	2129954	0	11	Run_P3	"LMPP_6:SMPP_39"
chr2	279662	0	7	Run_P3	"LMPP_16:SMPP_7"
chr14	2333628	546	861	Run_P3	"LMPP_14:SMPP_63"
chr2	921384	0	27	Run_P3	"LMPP_4:SMPP_37"
chr12	79284	9302	0	Run_P3	"LMPP_13:SMPP_61"
chr4	780051	6247	0	Run_P3	"LMPP_15:SMPP_70"
chr12	678140	0	836	Run_P3	"LMPP_16:SMPP_1"
chr11	1563012	2928	1796	Run_P3	"LMPP_8:SMPP_49"
chr6	187636	113	27	Run_P3	"LMPP_11:SMPP_51"
chr5	1141995	0	5	Run_P3	"LMPP_12:SMPP_55"
chr4	450897	0	9	Run_P3	"LMPP_5:SMPP_34"
chr14	1505599	13	0	Run_P3	"LMPP_4:SMPP_47"
chr11	1522008	365	403	Run_P3	"LMPP_2:SMPP_22"
chr14	2050579	31	1245	Run_P3	"LMPP_11:SMPP_53"
chr12	247252	7	0	Run_P3	"LMPP_12:SMPP_57"
chr11	100043	0	1048	Run_P3	"LMPP_2:SMPP_24"
chr13	2487683	86	0	Run_P3	"LMPP_12:SMPP_52"
chr12	440678	0	13	Run_P3	"LMPP_6:SMPP_39"
chr5	1221385	0	21241	Run_P3	"LMPP_6:SMPP_41"
chr8	1106425	17	20	Run_P3	"LMPP_15:SMPP_70"
chr2	252721	321	0	Run_P3	"LMPP_8:SMPP_49"
chr10	1259036	0	47	Run_P3	"LMPP_2:SMPP_22"
chr6	819782	0	10	Run_P3	"LMPP_10:SMPP_8"
chr13	716075	1681	1196	Run_P3	"LMPP_1:SMPP_20"
chr12	554640	206	0	Run_P3	"LMPP_8:SMPP_49"
chr13	1044010	100	43	Run_P3	"LMPP_8:SMPP_48"
chr4	779479	75	0	Run_P3	"LMPP_1:SMPP_21"
chr7	166834	2103	0	Run_P3	"LMPP_9:SMPP_58"
chr8	333243	174	908	Run_P3	"LMPP_12:SMPP_56"
chr9	1093814	19	0	Run_P3	"LMPP_5:SMPP_30"
chr14	382716	255	6	Run_P3	"LMPP_8:SMPP_49"
chr13	2519666	18651	6052	Run_P3	"LMPP_8:SMPP_48"
chr10	1110578	72	0	Run_P3	"LMPP_10:SMPP_11"
chr9	916117	0	101	Run_P3	"LMPP_16:SMPP_7"
chr12	341645	112	0	Run_P3	"LMPP_4:SMPP_33"
chr13	2465654	343	459	Run_P3	"LMPP_6:SMPP_39"
chr14	3206877	0	341	Run_P3	"LMPP_4:SMPP_37"
chr5	661765	156	387	Run_P3	"LMPP_5:SMPP_31"
chr6	494061	16	10	Run_P3	"LMPP_12:SMPP_57"
chr11	1548795	136	306	Run_P3	"LMPP_16:SMPP_7"
chr14	1248735	22	0	Run_P3	"LMPP_6:SMPP_40"
chr11	694280	550	4659	Run_P3	"LMPP_12:SMPP_55"
chr11	13344	20	0	Run_P3	"LMPP_6:SMPP_40"
chr14	2648417	31	0	Run_P3	"LMPP_11:SMPP_59"
chr2	811464	24	0	Run_P3	"LMPP_1:SMPP_21"
chr9	293688	7	0	Run_P3	"LMPP_14:SMPP_68"
chr7	1337868	875	153	Run_P3	"LMPP_12:SMPP_56"
chr14	2344904	0	12	Run_P3	"LMPP_5:SMPP_31"
chr13	1316028	37	0	Run_P3	"LMPP_14:SMPP_68"
chr11	1980802	52	84	Run_P3	"LMPP_2:SMPP_24"
chr13	2842850	248	0	Run_P3	"LMPP_3:SMPP_28"
chr11	721250	5921	1118	Run_P3	"LMPP_7:SMPP_42"
chr12	1715680	24	0	Run_P3	"LMPP_7:SMPP_44"
chr6	1037334	18	0	Run_P3	"LMPP_13:SMPP_67"
chr14	1889143	42	64	Run_P3	"LMPP_9:SMPP_5"
chr14	2832281	86	32	Run_P3	"LMPP_2:SMPP_22"
chr8	1315847	322	79	Run_P3	"LMPP_7:SMPP_42"
chr7	18119	76	0	Run_P3	"LMPP_6:SMPP_38"
chr14	3089810	23525	7075	Run_P3	"LMPP_15:SMPP_3"
chr6	77105	36	13	Run_P3	"LMPP_11:SMPP_53"
chr14	2335526	0	44	Run_P3	"LMPP_4:SMPP_37"
chr14	1331362	446	1594	Run_P3	"LMPP_6:SMPP_35"
chr8	248442	451	0	Run_P3	"LMPP_13:SMPP_67"
chr13	1502244	8225	79	Run_P3	"LMPP_11:SMPP_60"
chr10	54549	42	76	Run_P3	"LMPP_4:SMPP_37"
chr14	2236659	11	0	Run_P3	"LMPP_5:SMPP_34"
chr13	2387034	0	18	Run_P3	"LMPP_14:SMPP_62"
chr12	463729	524	164	Run_P3	"LMPP_11:SMPP_60"
chr12	2074791	16	0	Run_P3	"LMPP_10:SMPP_54"
chr10	1461999	26	14	Run_P3	"LMPP_4:SMPP_47"
chr13	1128966	18	2228	Run_P3	"LMPP_15:SMPP_69"
chr13	2687200	0	519	Run_P3	"LMPP_4:SMPP_33"
chr9	24556	0	58	Run_P3	"LMPP_1:SMPP_21"
chr10	77260	74	0	Run_P3	"LMPP_16:SMPP_6"
chr7	814910	30879	9439	Run_P3	"LMPP_6:SMPP_40"
chr6	819216	33	35	Run_P3	"LMPP_12:SMPP_55"
chr13	950545	83	24	Run_P3	"LMPP_10:SMPP_11"
chr11	343375	20	0	Run_P3	"LMPP_13:SMPP_61"
chr2	592762	0	2790	Run_P3	"LMPP_6:SMPP_38"
chr8	283562	16437	6101	Run_P3	"LMPP_1:SMPP_21"
chr13	1576912	0	91	Run_P3	"LMPP_10:SMPP_11"
chr14	701837	8	0	Run_P3	"LMPP_12:SMPP_57"
chr2	402340	37	81	Run_P3	"LMPP_13:SMPP_64"
chr10	980010	17710	5037	Run_P3	"LMPP_4:SMPP_33"
chr10	659607	0	197	Run_P3	"LMPP_10:SMPP_4"
chr2	471370	0	14	Run_P3	"LMPP_6:SMPP_38"
chr6	368799	0	564	Run_P3	"LMPP_10:SMPP_11"
chr5	1026175	79	27889	Run_P3	"LMPP_6:SMPP_41"
chr4	38849	32	0	Run_P3	"LMPP_5:SMPP_34"
chr14	2089259	0	12	Run_P3	"LMPP_15:SMPP_12"
chr9	851737	0	1315	Run_P3	"LMPP_7:SMPP_45"
chr11	755824	797	9462	Run_P3	"LMPP_9:SMPP_9"
chr14	1101489	2732	915	Run_P3	"LMPP_12:SMPP_56"
chr12	880610	170	145	Run_P3	"LMPP_1:SMPP_20"
chr4	469511	10595	8295	Run_P3	"LMPP_2:SMPP_24"
chr10	614466	0	85	Run_P3	"LMPP_5:SMPP_25_2"
chr14	726285	56	169	Run_P3	"LMPP_9:SMPP_9"
chr9	958069	0	15	Run_P3	"LMPP_6:SMPP_35"
chr6	2136	19	24	Run_P3	"LMPP_10:SMPP_8"
chr11	1782529	29	0	Run_P3	"LMPP_7:SMPP_42"
chr10	946098	11	0	Run_P3	"LMPP_12:SMPP_55"
chr10	1126985	2040	892	Run_P3	"LMPP_2:SMPP_25_1"
chr8	420889	10	0	Run_P3	"LMPP_4:SMPP_36"
chr9	18034	2365	168	Run_P3	"LMPP_6:SMPP_41"
chr6	493083	41	0	Run_P3	"LMPP_15:SMPP_3"
chr8	305137	0	8151	Run_P3	"LMPP_6:SMPP_39"
chr12	528054	819	3643	Run_P3	"LMPP_7:SMPP_44"
chr5	515288	29	0	Run_P3	"LMPP_16:SMPP_6"
chr14	1604670	480	1626	Run_P3	"LMPP_2:SMPP_22"
chr10	678986	0	25	Run_P3	"LMPP_4:SMPP_33"
chr10	729280	21	0	Run_P3	"LMPP_4:SMPP_36"
chr14	1919345	0	6	Run_P3	"LMPP_10:SMPP_4"
chr14	1299376	0	12	Run_P3	"LMPP_16:SMPP_6"
chr2	747362	12362	523	Run_P3	"LMPP_12:SMPP_55"
chr1	625279	3994	3228	Run_P3	"LMPP_14:SMPP_66"
chr9	575659	13	0	Run_P3	"LMPP_6:SMPP_40"
chr13	2790323	2797	0	Run_P3	"LMPP_6:SMPP_40"
chr6	798543	7	11	Run_P3	"LMPP_12:SMPP_55"
chr13	1528140	0	19	Run_P3	"LMPP_4:SMPP_33"
chr6	13771	9	0	Run_P3	"LMPP_4:SMPP_36"
chr14	1946916	0	10	Run_P3	"LMPP_10:SMPP_8"
chr5	45970	16165	5122	Run_P3	"LMPP_8:SMPP_49"
chr1	481310	5	0	Run_P3	"LMPP_15:SMPP_12"
chr13	167397	7	13	Run_P3	"LMPP_13:SMPP_65"
chr6	624828	5	25	Run_P3	"LMPP_8:SMPP_49"
chr13	905494	0	50	Run_P3	"LMPP_16:SMPP_2"
chr5	1151376	87	15	Run_P3	"LMPP_13:SMPP_67"
chr14	2595094	0	21	Run_P3	"LMPP_4:SMPP_37"
chr3	309636	48	5	Run_P3	"LMPP_11:SMPP_60"
chr7	1083099	7	18	Run_P3	"LMPP_3:SMPP_27"
chr11	1095498	16064	5903	Run_P3	"LMPP_15:SMPP_3"
chr8	203403	7	0	Run_P3	"LMPP_13:SMPP_67"
chr14	2707013	633	115	Run_P3	"LMPP_15:SMPP_70"
chr12	2240467	45	0	Run_P3	"LMPP_4:SMPP_36"
chr11	818731	0	338	Run_P3	"LMPP_1:SMPP_18"
chr10	107146	137973	57974	Run_P3	"LMPP_7:SMPP_45"
chr6	1122739	0	9	Run_P3	"LMPP_1:SMPP_21"
chr6	1202380	0	29	Run_P3	"LMPP_16:SMPP_1"
chr13	1699581	3905	0	Run_P3	"LMPP_9:SMPP_58"
chr12	1305877	0	157	Run_P3	"LMPP_5:SMPP_31"
chr11	890657	41	55	Run_P3	"LMPP_4:SMPP_37"
chr14	3160643	10064	0	Run_P3	"LMPP_9:SMPP_10"
chr9	916590	0	9	Run_P3	"LMPP_4:SMPP_36"
chr9	1113417	78	27	Run_P3	"LMPP_5:SMPP_31"
chr8	145426	780	0	Run_P3	"LMPP_8:SMPP_49"
chr9	90903	51	0	Run_P3	"LMPP_4:SMPP_37"
chr7	329138	8	0	Run_P3	"LMPP_12:SMPP_55"
chr7	891051	136	10001	Run_P3	"LMPP_16:SMPP_6"
chr5	1205460	0	6	Run_P3	"LMPP_4:SMPP_36"
chr11	1806116	0	14	Run_P3	"LMPP_4:SMPP_37"
chr13	2615801	11	55	Run_P3	"LMPP_4:SMPP_33"
chr14	361713	14965	5296	Run_P3	"LMPP_7:SMPP_44"
chr13	2842199	0	5490	Run_P3	"LMPP_15:SMPP_70"
chr10	98061	377	256	Run_P3	"LMPP_3:SMPP_32"
chr8	302931	35	8	Run_P3	"LMPP_4:SMPP_36"
chr12	1687330	12340	218	Run_P3	"LMPP_7:SMPP_42"
chr10	1204425	0	10	Run_P3	"LMPP_5:SMPP_34"
chr10	564026	3212	3420	Run_P3	"LMPP_7:SMPP_43"
chr1	70669	0	155	Run_P3	"LMPP_13:SMPP_65"
chr2	654087	6	20757	Run_P3	"LMPP_9:SMPP_10"
chr4	903258	798	540	Run_P3	"LMPP_6:SMPP_38"
chr2	127178	129	69	Run_P3	"LMPP_3:SMPP_23"
chr5	517919	46	0	Run_P3	"LMPP_14:SMPP_68"
chr2	791698	0	201	Run_P3	"LMPP_8:SMPP_50"
chr7	1182969	28	0	Run_P3	"LMPP_4:SMPP_36"
chr14	2191933	184	75	Run_P3	"LMPP_4:SMPP_47"
chr10	1314946	0	10	Run_P3	"LMPP_15:SMPP_69"
chr5	579689	6434	1073	Run_P3	"LMPP_1:SMPP_21"
chr13	2852570	0	6855	Run_P3	"LMPP_16:SMPP_2"
chr10	219666	4724	9518	Run_P3	"LMPP_15:SMPP_3"
chr3	789861	230	195	Run_P3	"LMPP_7:SMPP_44"
chr5	1073011	541	274	Run_P3	"LMPP_11:SMPP_60"
chr8	95535	0	11	Run_P3	"LMPP_16:SMPP_7"
chr10	464237	9	0	Run_P3	"LMPP_4:SMPP_36"
chr5	284837	16684	1883	Run_P3	"LMPP_11:SMPP_60"
chr7	702870	256	1719	Run_P3	"LMPP_12:SMPP_56"
chr12	1340331	264	173	Run_P3	"LMPP_10:SMPP_11"
chr14	761618	0	11	Run_P3	"LMPP_13:SMPP_65"
chr14	2209006	458	2875	Run_P3	"LMPP_5:SMPP_31"
chr6	475646	0	1291	Run_P3	"LMPP_16:SMPP_2"
chr12	1319719	393	0	Run_P3	"LMPP_6:SMPP_38"
chr1	539138	3784	0	Run_P3	"LMPP_12:SMPP_56"
chr14	1071721	20	17	Run_P3	"LMPP_5:SMPP_31"
chr10	963166	35	148	Run_P3	"LMPP_6:SMPP_39"
chr14	2374981	3230	2915	Run_P3	"LMPP_8:SMPP_48"
chr3	58866	4392	973	Run_P3	"LMPP_10:SMPP_8"
chr4	849478	289	0	Run_P3	"LMPP_5:SMPP_34"
chr2	604874	239	0	Run_P3	"LMPP_8:SMPP_46"
chr14	1605436	0	6	Run_P3	"LMPP_10:SMPP_8"
chr5	835214	48	43	Run_P3	"LMPP_2:SMPP_26"
chr11	1302682	0	9	Run_P3	"LMPP_13:SMPP_64"
chr9	699718	14	0	Run_P3	"LMPP_4:SMPP_47"
chr9	1144623	10	128	Run_P3	"LMPP_12:SMPP_55"
chr8	544487	48	0	Run_P3	"LMPP_3:SMPP_28"
chr13	1199121	8	0	Run_P3	"LMPP_5:SMPP_34"
chr4	824120	1468	1031	Run_P3	"LMPP_4:SMPP_36"
chr1	336045	16	0	Run_P3	"LMPP_4:SMPP_36"
chr14	1721249	36	0	Run_P3	"LMPP_6:SMPP_38"
chr3	672120	0	6	Run_P3	"LMPP_6:SMPP_38"
chr4	780398	11	0	Run_P3	"LMPP_4:SMPP_36"
chr12	1384853	16845	0	Run_P3	"LMPP_13:SMPP_67"
chr14	805305	316	197	Run_P3	"LMPP_10:SMPP_54"
chr6	616171	50	0	Run_P3	"LMPP_1:SMPP_18"
chr13	1075796	1529	54	Run_P3	"LMPP_10:SMPP_54"
chr9	1240509	2584	1894	Run_P3	"LMPP_11:SMPP_60"
chr11	1268259	7	0	Run_P3	"LMPP_8:SMPP_46"
chr13	2194206	79	20	Run_P3	"LMPP_4:SMPP_36"
chr11	1086232	1129	121	Run_P3	"LMPP_11:SMPP_53"
chr3	280752	3090	24	Run_P3	"LMPP_10:SMPP_54"
chr9	102323	41	21	Run_P3	"LMPP_10:SMPP_54"
chr9	968645	0	26	Run_P3	"LMPP_6:SMPP_39"
chr4	915225	1339	3268	Run_P3	"LMPP_1:SMPP_20"
chr13	962586	2539	1688	Run_P3	"LMPP_5:SMPP_30"
chr13	461809	8	12	Run_P3	"LMPP_10:SMPP_54"
chr8	565247	524	5051	Run_P3	"LMPP_7:SMPP_42"
chr11	1124496	5	0	Run_P3	"LMPP_8:SMPP_49"
chr2	685356	1261	2245	Run_P3	"LMPP_9:SMPP_5"
chr14	965088	0	60	Run_P3	"LMPP_9:SMPP_5"
chr3	220873	7571	16871	Run_P3	"LMPP_9:SMPP_9"
chr4	646440	0	5	Run_P3	"LMPP_9:SMPP_9"
chr6	198857	171	69	Run_P3	"LMPP_3:SMPP_28"
chr9	887987	460	403	Run_P3	"LMPP_8:SMPP_48"
chr5	787141	21580	62647	Run_P3	"LMPP_10:SMPP_54"
chr11	405284	47	0	Run_P3	"LMPP_5:SMPP_34"
chr10	1121804	13	0	Run_P3	"LMPP_14:SMPP_68"
chr11	1132342	8	0	Run_P3	"LMPP_4:SMPP_36"
chr14	1718228	16	24	Run_P3	"LMPP_7:SMPP_43"
chr2	678672	131	10	Run_P3	"LMPP_4:SMPP_37"
chr13	58719	27	76	Run_P3	"LMPP_8:SMPP_46"
chr12	846042	143	708	Run_P3	"LMPP_9:SMPP_9"
chr6	1219902	48106	20945	Run_P3	"LMPP_3:SMPP_23"
chr13	1956806	8947	0	Run_P3	"LMPP_6:SMPP_38"
chr14	2707209	12	0	Run_P3	"LMPP_4:SMPP_36"
chr13	2672575	11150	424	Run_P3	"LMPP_1:SMPP_18"
chr5	1197223	106	2835	Run_P3	"LMPP_15:SMPP_70"
chr14	1140043	0	35	Run_P3	"LMPP_7:SMPP_44"
chr14	1125250	0	14	Run_P3	"LMPP_6:SMPP_39"
chr8	313086	6030	1932	Run_P3	"LMPP_11:SMPP_53"
chr13	2328021	321	0	Run_P3	"LMPP_3:SMPP_28"
chr8	383169	15	0	Run_P3	"LMPP_12:SMPP_52"
chr11	809934	31	415	Run_P3	"LMPP_13:SMPP_64"
chr5	484048	0	28	Run_P3	"LMPP_5:SMPP_25_2"
chr14	836086	177	65	Run_P3	"LMPP_15:SMPP_12"
chr5	54837	77	92	Run_P3	"LMPP_1:SMPP_20"
chr11	1600344	0	915	Run_P3	"LMPP_6:SMPP_39"
chr7	1349693	91	238	Run_P3	"LMPP_13:SMPP_61"
chr13	872530	0	371	Run_P3	"LMPP_10:SMPP_4"
chr6	503280	275	269	Run_P3	"LMPP_7:SMPP_42"
chr5	1153308	0	8	Run_P3	"LMPP_4:SMPP_36"
chr6	1158256	5	0	Run_P3	"LMPP_3:SMPP_32"
chr6	871181	3567	9878	Run_P3	"LMPP_13:SMPP_65"
chr12	1790107	7	0	Run_P3	"LMPP_7:SMPP_43"
chr9	93353	355	488	Run_P3	"LMPP_13:SMPP_65"
chr4	905008	411	5874	Run_P3	"LMPP_4:SMPP_36"
chr2	883244	0	182	Run_P3	"LMPP_13:SMPP_65"
chr14	349906	1506	450	Run_P3	"LMPP_9:SMPP_9"
chr2	730876	0	12188	Run_P3	"LMPP_2:SMPP_25_1"
chr10	445632	722	482	Run_P3	"LMPP_1:SMPP_18"
chr14	2385948	134	0	Run_P3	"LMPP_16:SMPP_7"
chr5	400013	10	0	Run_P3	"LMPP_14:SMPP_68"
chr13	2129068	67	0	Run_P3	"LMPP_11:SMPP_59"
chr8	1278595	16	0	Run_P3	"LMPP_4:SMPP_47"
chr9	699679	24	0	Run_P3	"LMPP_3:SMPP_23"
chr10	328522	383	1015	Run_P3	"LMPP_8:SMPP_50"
chr4	1043143	0	30	Run_P3	"LMPP_6:SMPP_40"
chr10	943095	0	40	Run_P3	"LMPP_5:SMPP_31"
chr7	903580	288	0	Run_P3	"LMPP_12:SMPP_55"
chr4	539954	0	13	Run_P3	"LMPP_4:SMPP_47"
chr14	70853	146	0	Run_P3	"LMPP_7:SMPP_42"
chr14	2840607	27	0	Run_P3	"LMPP_11:SMPP_59"
chr11	929950	100	14	Run_P3	"LMPP_13:SMPP_61"
chr13	1156418	0	12	Run_P3	"LMPP_7:SMPP_43"
chr2	527518	14	393	Run_P3	"LMPP_4:SMPP_36"
chr12	1966292	10	0	Run_P3	"LMPP_7:SMPP_45"
chr1	390193	1427	512	Run_P3	"LMPP_1:SMPP_18"
chr6	1283566	0	42	Run_P3	"LMPP_2:SMPP_25_1"
chr3	377842	33	10	Run_P3	"LMPP_15:SMPP_3"
chr7	323352	105	69	Run_P3	"LMPP_1:SMPP_21"
chr8	1384663	60	57	Run_P3	"LMPP_9:SMPP_5"
chr9	161517	74	23	Run_P3	"LMPP_15:SMPP_3"
chr5	1266668	0	10	Run_P3	"LMPP_13:SMPP_61"
chr10	1480858	56	24	Run_P3	"LMPP_2:SMPP_26"
chr9	1457557	8	10	Run_P3	"LMPP_6:SMPP_35"
chr9	454534	7	0	Run_P3	"LMPP_11:SMPP_59"
chr14	782478	108	106	Run_P3	"LMPP_11:SMPP_53"
chr10	1286311	53	0	Run_P3	"LMPP_3:SMPP_28"
chr5	245560	0	107	Run_P3	"LMPP_16:SMPP_1"
chr10	1110629	1285	170	Run_P3	"LMPP_15:SMPP_12"
chr10	924739	0	8	Run_P3	"LMPP_2:SMPP_25_1"
chr4	790345	0	652	Run_P3	"LMPP_16:SMPP_2"
chr13	2748759	38	0	Run_P3	"LMPP_8:SMPP_48"
chr11	600140	11229	21754	Run_P3	"LMPP_9:SMPP_10"
chr12	1298645	0	33	Run_P3	"LMPP_6:SMPP_35"
chr14	1818489	35	28	Run_P3	"LMPP_4:SMPP_37"
chr13	1638262	10	0	Run_P3	"LMPP_8:SMPP_49"
chr11	812092	24	26	Run_P3	"LMPP_9:SMPP_9"
chr4	710551	4744	1699	Run_P3	"LMPP_5:SMPP_31"
chr13	2321851	104	13	Run_P3	"LMPP_4:SMPP_36"
chr13	907524	0	36	Run_P3	"LMPP_5:SMPP_25_2"
chr12	256031	7	13	Run_P3	"LMPP_10:SMPP_8"
chr1	548150	0	37	Run_P3	"LMPP_15:SMPP_12"
chr8	310477	49	0	Run_P3	"LMPP_11:SMPP_59"
chr4	833964	291	26	Run_P3	"LMPP_3:SMPP_32"
chr8	1255917	0	14	Run_P3	"LMPP_13:SMPP_61"
chr7	1081975	130	386	Run_P3	"LMPP_9:SMPP_5"
chr14	1696078	40008	721	Run_P3	"LMPP_16:SMPP_6"
chr13	788370	0	81	Run_P3	"LMPP_2:SMPP_25_1"
chr13	2690844	0	15	Run_P3	"LMPP_9:SMPP_5"
chr12	1901475	7363	4160	Run_P3	"LMPP_8:SMPP_46"
